cnpj;nome_fantasia;cnae_fiscal_principal;descricao_cnae;segmento_varejo;exposicao_ecommerce;bairro;bairro_normalizado;eh_centro;data_inicio_atividade;situacao_cadastral;descricao_situacao_cadastral;baixada;data_fechamento;ano_fechamento;mes_fechamento;periodo_fechamento;fechou_desde_2000
59211129000191;COMERCIAL BRAZ;4744099;Comércio varejista de materiais de construção em geral;Casa e construção;Média;JARDIM GLORIA;JARDIM GLORIA;False;2025-01-31;02;ATIVA;False;;;;;False
59221026000102;;4744099;Comércio varejista de materiais de construção em geral;Casa e construção;Média;JARDIM IBIRAPUERA;JARDIM IBIRAPUERA;False;2025-01-31;08;BAIXADA;True;2025-05-18;2025;5;2022-2026;True
59221768000138;;4754701;Comércio varejista de móveis;Casa e decoração;Alta;SAO DIMAS;SAO DIMAS;False;2025-01-31;02;ATIVA;False;;;;;False
59232550000189;;4723700;Comércio varejista de bebidas;Varejo alimentar;Média;PIRACICAMIRIM;PIRACICAMIRIM;False;2025-02-01;02;ATIVA;False;;;;;False
59281417000112;;4781400;Comércio varejista de artigos do vestuário e acessórios;Moda;Alta;JARDIM SAO FRANCISCO;JARDIM SAO FRANCISCO;False;2025-02-04;02;ATIVA;False;;;;;False
59358719000141;;4713002;Lojas de variedades, exceto lojas de departamentos ou magazines;Varejo não especializado;Alta;SAO DIMAS;SAO DIMAS;False;2025-02-07;02;ATIVA;False;;;;;False
55282821000150;SUBLIMAPIRA DISTRIBUIDORA;4759899;Comércio varejista de outros artigos de uso pessoal e doméstico não especificados anteriormente;Casa e decoração;Alta;PAULISTA;PAULISTA;False;2024-05-26;02;ATIVA;False;;;;;False
59413244000149;;4781400;Comércio varejista de artigos do vestuário e acessórios;Moda;Alta;PARQUE SANTA CECILIA;PARQUE SANTA CECILIA;False;2025-02-11;02;ATIVA;False;;;;;False
59504193000160;;4772500;Comércio varejista de cosméticos, produtos de perfumaria e de higiene pessoal;Beleza e cuidados pessoais;Alta;PARQUE RESIDENCIAL PIRACICABA;PARQUE RESIDENCIAL PIRACICABA;False;2025-02-17;02;ATIVA;False;;;;;False
59510173000100;;4721102;Padaria e confeitaria com predominância de revenda;Varejo alimentar;Baixa/Não direta;BOSQUE DOS LENHEIROS;BOSQUE DOS LENHEIROS;False;2025-02-17;02;ATIVA;False;;;;;False
59589271000177;;4774100;Comércio varejista de artigos de óptica;Óptica;Média;PIRACICAMIRIM;PIRACICAMIRIM;False;2025-02-21;02;ATIVA;False;;;;;False
59600136000185;;4781400;Comércio varejista de artigos do vestuário e acessórios;Moda;Alta;POMPEIA;POMPEIA;False;2025-02-21;02;ATIVA;False;;;;;False
59622387000160;;4723700;Comércio varejista de bebidas;Varejo alimentar;Média;JARDIM SAO JOSE;JARDIM SAO JOSE;False;2025-02-24;02;ATIVA;False;;;;;False
59638804000163;;4724500;Comércio varejista de hortifrutigranjeiros;Varejo alimentar;Baixa/Não direta;NOVA AMERICA;NOVA AMERICA;False;2025-02-25;02;ATIVA;False;;;;;False
59684093000163;;4744099;Comércio varejista de materiais de construção em geral;Casa e construção;Média;JARDIM ASTURIAS I;JARDIM ASTURIAS I;False;2025-02-27;02;ATIVA;False;;;;;False
59687861000132;;4763602;Comércio varejista de artigos esportivos;Esporte e lazer;Alta;NOVA PIRACICABA;NOVA PIRACICABA;False;2025-02-27;02;ATIVA;False;;;;;False
48281165000105;;4789099;Comércio varejista de outros produtos não especificados anteriormente;Outros varejos;Média;PIRACICAMIRIM;PIRACICAMIRIM;False;2022-10-13;02;ATIVA;False;;;;;False
59719295000101;PIRACICABA JOIAS;4783101;Comércio varejista de artigos de joalheria;Joalheria e relojoaria;Alta;CENTRO;CENTRO;True;2025-02-28;08;BAIXADA;True;2025-06-10;2025;6;2022-2026;True
59733186000130;;4723700;Comércio varejista de bebidas;Varejo alimentar;Média;JARDIM DOS MANACAS;JARDIM DOS MANACAS;False;2025-03-03;08;BAIXADA;True;2025-09-02;2025;9;2022-2026;True
59759384000173;ML EQUIPAMENTOS HIDRAULICOS;4789099;Comércio varejista de outros produtos não especificados anteriormente;Outros varejos;Média;POMPEIA;POMPEIA;False;2025-03-06;02;ATIVA;False;;;;;False
54346116000378;TORREZAN MINIMARKET - BERTOLIN II;4712100;Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns;Varejo alimentar;Média;NOVA POMPEIA;NOVA POMPEIA;False;2025-03-08;02;ATIVA;False;;;;;False
59806608000150;;4781400;Comércio varejista de artigos do vestuário e acessórios;Moda;Alta;RESIDENCIAL BELA VISTA;RESIDENCIAL BELA VISTA;False;2025-03-09;02;ATIVA;False;;;;;False
59815586000195;;4781400;Comércio varejista de artigos do vestuário e acessórios;Moda;Alta;JARDIM SAO FRANCISCO;JARDIM SAO FRANCISCO;False;2025-03-10;08;BAIXADA;True;2025-04-27;2025;4;2022-2026;True
59817375000191;ML ADMINISTRADORA;4789099;Comércio varejista de outros produtos não especificados anteriormente;Outros varejos;Média;POMPEIA;POMPEIA;False;2025-03-10;02;ATIVA;False;;;;;False
54555316000179;;4781400;Comércio varejista de artigos do vestuário e acessórios;Moda;Alta;CIDADE ALTA;CIDADE ALTA;False;2024-04-02;08;BAIXADA;True;2025-03-10;2025;3;2022-2026;True
59854220000125;;4742300;Comércio varejista de material elétrico;Casa e construção;Média;TAQUARAL;TAQUARAL;False;2025-03-12;08;BAIXADA;True;2026-01-13;2026;1;2022-2026;True
49082573000109;;4781400;Comércio varejista de artigos do vestuário e acessórios;Moda;Alta;CIDADE ALTA;CIDADE ALTA;False;2023-01-06;02;ATIVA;False;;;;;False
59969122000133;;4782201;Comércio varejista de calçados;Moda;Alta;CECAP;CECAP;False;2025-03-19;08;BAIXADA;True;2025-03-19;2025;3;2022-2026;True
59985406000113;;4781400;Comércio varejista de artigos do vestuário e acessórios;Moda;Alta;JARDIM PARQUE JUPIA;JARDIM PARQUE JUPIA;False;2025-03-19;02;ATIVA;False;;;;;False
55991259000133;;4789099;Comércio varejista de outros produtos não especificados anteriormente;Outros varejos;Média;JARDIM SAO LUIZ;JARDIM SAO LUIZ;False;2024-07-18;04;INAPTA;False;;;;;False
53189410000270;;4781400;Comércio varejista de artigos do vestuário e acessórios;Moda;Alta;CENTRO;CENTRO;True;2025-03-27;02;ATIVA;False;;;;;False
60192615000199;;4723700;Comércio varejista de bebidas;Varejo alimentar;Média;CASTELINHO;CASTELINHO;False;2025-04-01;08;BAIXADA;True;2026-05-15;2026;5;2022-2026;True
60214758000154;;4723700;Comércio varejista de bebidas;Varejo alimentar;Média;LOTEAMENTO KOBAYAT LIBANO;LOTEAMENTO KOBAYAT LIBANO;False;2025-04-02;02;ATIVA;False;;;;;False
60232112000108;;4712100;Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns;Varejo alimentar;Média;JARDIM BARTIRA (TUPI);JARDIM BARTIRA (TUPI);False;2025-04-03;08;BAIXADA;True;2025-09-27;2025;9;2022-2026;True
60240557000121;PADARIA VEREDAS;4721102;Padaria e confeitaria com predominância de revenda;Varejo alimentar;Baixa/Não direta;CENTRO (ARTEMIS);CENTRO (ARTEMIS);True;2025-04-03;02;ATIVA;False;;;;;False
60462624000152;;4772500;Comércio varejista de cosméticos, produtos de perfumaria e de higiene pessoal;Beleza e cuidados pessoais;Alta;VILA REZENDE;VILA REZENDE;False;2025-04-19;02;ATIVA;False;;;;;False
60463867000105;;4781400;Comércio varejista de artigos do vestuário e acessórios;Moda;Alta;CONJUNTO HABITACIONAL AGUA BRANCA;CONJUNTO HABITACIONAL AGUA BRANCA;False;2025-04-19;02;ATIVA;False;;;;;False
60470154000179;;4729699;Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não especificados anteriormente;Varejo alimentar;Média;SANTA TEREZINHA;SANTA TEREZINHA;False;2025-04-21;02;ATIVA;False;;;;;False
60510078000188;;4772500;Comércio varejista de cosméticos, produtos de perfumaria e de higiene pessoal;Beleza e cuidados pessoais;Alta;VILA INDEPENDENCIA;VILA INDEPENDENCIA;False;2025-04-23;02;ATIVA;False;;;;;False
60559825000172;;4751201;Comércio varejista especializado de equipamentos e suprimentos de informática;Tecnologia;Alta;SAO JUDAS;SAO JUDAS;False;2025-04-26;02;ATIVA;False;;;;;False
60559852000145;;4763601;Comércio varejista de brinquedos e artigos recreativos;Esporte e lazer;Alta;JARAGUA;JARAGUA;False;2025-04-26;08;BAIXADA;True;2026-04-11;2026;4;2022-2026;True
58571339000128;;4772500;Comércio varejista de cosméticos, produtos de perfumaria e de higiene pessoal;Beleza e cuidados pessoais;Alta;JARDIM DIAMANTE;JARDIM DIAMANTE;False;2024-12-27;02;ATIVA;False;;;;;False
57034918000179;;4729699;Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não especificados anteriormente;Varejo alimentar;Média;BOSQUE DOS LENHEIROS;BOSQUE DOS LENHEIROS;False;2024-08-27;02;ATIVA;False;;;;;False
60620509000169;;4789099;Comércio varejista de outros produtos não especificados anteriormente;Outros varejos;Média;CAMPESTRE;CAMPESTRE;False;2025-04-30;02;ATIVA;False;;;;;False
60633251000135;;4712100;Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns;Varejo alimentar;Média;JARDIM ORIENTE;JARDIM ORIENTE;False;2025-05-01;02;ATIVA;False;;;;;False
60635112000140;;4789004;Comércio varejista de animais vivos e de artigos e alimentos para animais de estimação;Outros varejos;Média;NOVA AMERICA;NOVA AMERICA;False;2025-05-01;02;ATIVA;False;;;;;False
60659700000114;;4729601;Tabacaria;Varejo alimentar;Média;VERDE;VERDE;False;2025-05-04;02;ATIVA;False;;;;;False
60664175000125;;4729699;Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não especificados anteriormente;Varejo alimentar;Média;PAULISTA;PAULISTA;False;2025-05-05;02;ATIVA;False;;;;;False
60690798000172;;4781400;Comércio varejista de artigos do vestuário e acessórios;Moda;Alta;AREAO;AREAO;False;2025-05-06;02;ATIVA;False;;;;;False
60713174000123;;4781400;Comércio varejista de artigos do vestuário e acessórios;Moda;Alta;JARDIM GLORIA;JARDIM GLORIA;False;2025-05-07;02;ATIVA;False;;;;;False
60727074000156;ITS FASHION;4781400;Comércio varejista de artigos do vestuário e acessórios;Moda;Alta;CENTRO;CENTRO;True;2025-05-08;02;ATIVA;False;;;;;False
51212400000100;;4744005;Comércio varejista de materiais de construção não especificados anteriormente;Casa e construção;Média;CENTRO (TUPI);CENTRO (TUPI);True;2023-06-28;02;ATIVA;False;;;;;False
60758636000129;;4789099;Comércio varejista de outros produtos não especificados anteriormente;Outros varejos;Média;HIGIENOPOLIS;HIGIENOPOLIS;False;2025-05-09;02;ATIVA;False;;;;;False
60800147000198;;4743100;Comércio varejista de vidros;Casa e construção;Baixa/Não direta;JARDIM SAO FRANCISCO;JARDIM SAO FRANCISCO;False;2025-05-13;02;ATIVA;False;;;;;False
60802888000108;;4744099;Comércio varejista de materiais de construção em geral;Casa e construção;Média;LOTEAMENTO DISTRITO INDUSTRIAL UNINORTE;LOTEAMENTO DISTRITO INDUSTRIAL UNINORTE;False;2025-05-13;08;BAIXADA;True;2025-06-07;2025;6;2022-2026;True
60804373000147;;4751201;Comércio varejista especializado de equipamentos e suprimentos de informática;Tecnologia;Alta;JARDIM ALVORADA;JARDIM ALVORADA;False;2025-05-13;08;BAIXADA;True;2025-09-28;2025;9;2022-2026;True
60806181000170;REI CARNES PIRACICABA;4722901;Comércio varejista de carnes - açougues;Varejo alimentar;Baixa/Não direta;PIRACICAMIRIM;PIRACICAMIRIM;False;2025-05-13;02;ATIVA;False;;;;;False
60856673000170;;4781400;Comércio varejista de artigos do vestuário e acessórios;Moda;Alta;JARDIM TRES MARIAS;JARDIM TRES MARIAS;False;2025-05-16;02;ATIVA;False;;;;;False
60874870000111;;4781400;Comércio varejista de artigos do vestuário e acessórios;Moda;Alta;SANTA TEREZINHA;SANTA TEREZINHA;False;2025-05-17;02;ATIVA;False;;;;;False
60882629000134;;4729699;Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não especificados anteriormente;Varejo alimentar;Média;VILA INDEPENDENCIA;VILA INDEPENDENCIA;False;2025-05-18;08;BAIXADA;True;2025-07-07;2025;7;2022-2026;True
60884045000106;;4724500;Comércio varejista de hortifrutigranjeiros;Varejo alimentar;Baixa/Não direta;CECAP;CECAP;False;2025-05-19;08;BAIXADA;True;2025-12-24;2025;12;2022-2026;True
60945204000127;;4755502;Comercio varejista de artigos de armarinho;Casa e decoração;Alta;SAO DIMAS;SAO DIMAS;False;2025-05-21;08;BAIXADA;True;2025-08-08;2025;8;2022-2026;True
52804488000103;;4782201;Comércio varejista de calçados;Moda;Alta;GLEBAS CALIFORNIA;GLEBAS CALIFORNIA;False;2023-11-07;08;BAIXADA;True;2025-10-31;2025;10;2022-2026;True
61011038000154;;4753900;Comércio varejista especializado de eletrodomésticos e equipamentos de áudio e vídeo;Eletroeletrônicos;Alta;VILA INDUSTRIAL;VILA INDUSTRIAL;False;2025-05-26;02;ATIVA;False;;;;;False
61067855000124;;4753900;Comércio varejista especializado de eletrodomésticos e equipamentos de áudio e vídeo;Eletroeletrônicos;Alta;VILA INDEPENDENCIA;VILA INDEPENDENCIA;False;2025-05-29;02;ATIVA;False;;;;;False
61086060000163;;4781400;Comércio varejista de artigos do vestuário e acessórios;Moda;Alta;CASTELINHO;CASTELINHO;False;2025-05-30;02;ATIVA;False;;;;;False
61117713000124;;4723700;Comércio varejista de bebidas;Varejo alimentar;Média;JARDIM GLORIA;JARDIM GLORIA;False;2025-06-02;02;ATIVA;False;;;;;False
61163096000101;;4781400;Comércio varejista de artigos do vestuário e acessórios;Moda;Alta;TANQUINHO (GUAMIUM);TANQUINHO (GUAMIUM);False;2025-06-04;02;ATIVA;False;;;;;False
00689049000799;;4741500;Comércio varejista de tintas e materiais para pintura;Casa e construção;Média;JARDIM CAXAMBU;JARDIM CAXAMBU;False;2025-06-09;02;ATIVA;False;;;;;False
61365358000102;;4772500;Comércio varejista de cosméticos, produtos de perfumaria e de higiene pessoal;Beleza e cuidados pessoais;Alta;CAMPESTRE;CAMPESTRE;False;2025-06-18;02;ATIVA;False;;;;;False
61424496000115;;4743100;Comércio varejista de vidros;Casa e construção;Baixa/Não direta;VILA REZENDE;VILA REZENDE;False;2025-06-24;02;ATIVA;False;;;;;False
61501537000120;;4789008;Comércio varejista de artigos fotográficos e para filmagem;Outros varejos;Média;LOTEAMENTO JARDIM COLINA VERDE;LOTEAMENTO JARDIM COLINA VERDE;False;2025-06-29;02;ATIVA;False;;;;;False
61580811000101;;4755502;Comercio varejista de artigos de armarinho;Casa e decoração;Alta;JARDIM SAO FRANCISCO;JARDIM SAO FRANCISCO;False;2025-07-03;08;BAIXADA;True;2025-09-17;2025;9;2022-2026;True
61583216000111;;4781400;Comércio varejista de artigos do vestuário e acessórios;Moda;Alta;CAMPESTRE;CAMPESTRE;False;2025-07-03;02;ATIVA;False;;;;;False
00311557007660;;4781400;Comércio varejista de artigos do vestuário e acessórios;Moda;Alta;AREAO;AREAO;False;2023-10-26;08;BAIXADA;True;2025-07-15;2025;7;2022-2026;True
61693470000172;;4781400;Comércio varejista de artigos do vestuário e acessórios;Moda;Alta;JARDIM ALGODOAL;JARDIM ALGODOAL;False;2025-07-10;02;ATIVA;False;;;;;False
61695176000108;;4724500;Comércio varejista de hortifrutigranjeiros;Varejo alimentar;Baixa/Não direta;RESIDENCIAL BERTOLUCCI;RESIDENCIAL BERTOLUCCI;False;2025-07-11;02;ATIVA;False;;;;;False
61700083000116;;4772500;Comércio varejista de cosméticos, produtos de perfumaria e de higiene pessoal;Beleza e cuidados pessoais;Alta;VILA SONIA;VILA SONIA;False;2025-07-11;02;ATIVA;False;;;;;False
61784657000181;DOLCE VITA GELATERIA;4729699;Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não especificados anteriormente;Varejo alimentar;Média;MONTE ALEGRE;MONTE ALEGRE;False;2025-07-17;02;ATIVA;False;;;;;False
61802158000170;;4772500;Comércio varejista de cosméticos, produtos de perfumaria e de higiene pessoal;Beleza e cuidados pessoais;Alta;VILA INDUSTRIAL;VILA INDUSTRIAL;False;2025-07-17;02;ATIVA;False;;;;;False
61811817000134;MEEMO CHOCOLATES PIRACICABA;4721104;Comércio varejista de doces, balas, bombons e semelhantes;Varejo alimentar;Baixa/Não direta;CENTRO;CENTRO;True;2025-07-18;02;ATIVA;False;;;;;False
61862866000104;;4723700;Comércio varejista de bebidas;Varejo alimentar;Média;JARDIM SAO FRANCISCO;JARDIM SAO FRANCISCO;False;2025-07-22;02;ATIVA;False;;;;;False
61868375000162;;4781400;Comércio varejista de artigos do vestuário e acessórios;Moda;Alta;CHACARAS AGUA BRANCA;CHACARAS AGUA BRANCA;False;2025-07-22;02;ATIVA;False;;;;;False
61944910000117;;4763601;Comércio varejista de brinquedos e artigos recreativos;Esporte e lazer;Alta;CONJUNTO RESIDENCIAL MARIO DEDINI;CONJUNTO RESIDENCIAL MARIO DEDINI;False;2025-07-28;02;ATIVA;False;;;;;False
61946942000151;;4781400;Comércio varejista de artigos do vestuário e acessórios;Moda;Alta;PAULICEIA;PAULICEIA;False;2025-07-28;02;ATIVA;False;;;;;False
57560009000174;CLAR'S MINIMERCADO;4712100;Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns;Varejo alimentar;Média;JARDIM DOS MANACAS;JARDIM DOS MANACAS;False;2024-10-04;02;ATIVA;False;;;;;False
49208130000103;UNITRAX IMPORTACAO DE PECAS;4744003;Comércio varejista de materiais hidráulicos;Casa e construção;Média;PARQUE SAO JORGE;PARQUE SAO JORGE;False;2023-01-16;02;ATIVA;False;;;;;False
53362627000159;;4781400;Comércio varejista de artigos do vestuário e acessórios;Moda;Alta;CENTRO;CENTRO;True;2024-01-03;02;ATIVA;False;;;;;False
44925079000137;;4774100;Comércio varejista de artigos de óptica;Óptica;Média;HIGIENOPOLIS;HIGIENOPOLIS;False;2022-01-19;02;ATIVA;False;;;;;False
58953701000125;BE ZEN;4755503;Comercio varejista de artigos de cama, mesa e banho;Casa e decoração;Alta;NOVA PIRACICABA;NOVA PIRACICABA;False;2025-01-17;02;ATIVA;False;;;;;False
44582532000150;;4781400;Comércio varejista de artigos do vestuário e acessórios;Moda;Alta;DOIS CORREGOS;DOIS CORREGOS;False;2021-12-14;04;INAPTA;False;;;;;False
48296452000199;;4729699;Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não especificados anteriormente;Varejo alimentar;Média;CENTRO (TUPI);CENTRO (TUPI);True;2022-10-15;02;ATIVA;False;;;;;False
48315957000153;;4759899;Comércio varejista de outros artigos de uso pessoal e doméstico não especificados anteriormente;Casa e decoração;Alta;CIDADE JARDIM;CIDADE JARDIM;False;2022-10-17;04;INAPTA;False;;;;;False
51726086000175;;4781400;Comércio varejista de artigos do vestuário e acessórios;Moda;Alta;SAO JUDAS;SAO JUDAS;False;2023-08-08;04;INAPTA;False;;;;;False
52122036000141;;4781400;Comércio varejista de artigos do vestuário e acessórios;Moda;Alta;SANTA TEREZINHA;SANTA TEREZINHA;False;2023-09-10;02;ATIVA;False;;;;;False
54919692000103;;4712100;Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns;Varejo alimentar;Média;CIDADE ALTA;CIDADE ALTA;False;2024-04-28;02;ATIVA;False;;;;;False
55926399000128;MATT BREW.CO;4723700;Comércio varejista de bebidas;Varejo alimentar;Média;CENTRO;CENTRO;True;2024-07-15;02;ATIVA;False;;;;;False
58365021000190;;4722901;Comércio varejista de carnes - açougues;Varejo alimentar;Baixa/Não direta;JARDIM ALGODOAL;JARDIM ALGODOAL;False;2024-12-05;02;ATIVA;False;;;;;False
58419472000163;;4723700;Comércio varejista de bebidas;Varejo alimentar;Média;CENTRO;CENTRO;True;2024-12-11;08;BAIXADA;True;2025-11-04;2025;11;2022-2026;True
59737147000101;;4781400;Comércio varejista de artigos do vestuário e acessórios;Moda;Alta;JARDIM ELITE;JARDIM ELITE;False;2025-03-04;08;BAIXADA;True;2025-03-12;2025;3;2022-2026;True
60699484000130;;4783101;Comércio varejista de artigos de joalheria;Joalheria e relojoaria;Alta;LOTEAMENTO CHACARAS NAZARETH II;LOTEAMENTO CHACARAS NAZARETH II;False;2025-05-06;02;ATIVA;False;;;;;False
55909224000102;STAR BOAT NAUTICA;4763605;"Comércio varejista de embarcações e outros veículos recreativos; peças e acessórios";Esporte e lazer;Alta;CENTRO;CENTRO;True;2024-07-12;02;ATIVA;False;;;;;False
53266224000106;;4744099;Comércio varejista de materiais de construção em geral;Casa e construção;Média;PARQUE SAO MATHEUS;PARQUE SAO MATHEUS;False;2023-12-20;08;BAIXADA;True;2026-01-19;2026;1;2022-2026;True
47431957000156;;4721102;Padaria e confeitaria com predominância de revenda;Varejo alimentar;Baixa/Não direta;CAMPESTRE;CAMPESTRE;False;2022-08-05;02;ATIVA;False;;;;;False
58354715000122;SAO JORGE COMERCIO E DISTRIBUIDORA;4712100;Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns;Varejo alimentar;Média;PARQUE RESIDENCIAL MONTE REY;PARQUE RESIDENCIAL MONTE REY;False;2024-12-05;08;BAIXADA;True;2026-02-12;2026;2;2022-2026;True
56937918000116;TF GIUDICE COMERCIO ONLINE;4729699;Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não especificados anteriormente;Varejo alimentar;Média;NOVA AMERICA;NOVA AMERICA;False;2024-08-20;02;ATIVA;False;;;;;False
48860709000193;;4789099;Comércio varejista de outros produtos não especificados anteriormente;Outros varejos;Média;NOVA PIRACICABA;NOVA PIRACICABA;False;2022-12-12;02;ATIVA;False;;;;;False
50406920000182;;4772500;Comércio varejista de cosméticos, produtos de perfumaria e de higiene pessoal;Beleza e cuidados pessoais;Alta;PAULISTA;PAULISTA;False;2023-04-22;02;ATIVA;False;;;;;False
56931435000104;;4752100;Comércio varejista especializado de equipamentos de telefonia e comunicação;Tecnologia;Alta;CENTRO;CENTRO;True;2024-08-20;02;ATIVA;False;;;;;False
61307632000197;;4789005;Comércio varejista de produtos saneantes domissanitários;Outros varejos;Média;AGUA BRANCA;AGUA BRANCA;False;2025-06-13;02;ATIVA;False;;;;;False
53427375000107;;4744001;Comércio varejista de ferragens e ferramentas;Casa e construção;Média;HIGIENOPOLIS;HIGIENOPOLIS;False;2024-01-09;02;ATIVA;False;;;;;False
44047325000103;;4712100;Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns;Varejo alimentar;Média;JARDIM BELVEDERE;JARDIM BELVEDERE;False;2021-10-27;02;ATIVA;False;;;;;False
56042882000102;;4774100;Comércio varejista de artigos de óptica;Óptica;Média;CENTRO;CENTRO;True;2024-07-23;04;INAPTA;False;;;;;False
62122579000112;PANETTERIA E GELATERIA NOSSO SONHO;4721102;Padaria e confeitaria com predominância de revenda;Varejo alimentar;Baixa/Não direta;PAULISTA;PAULISTA;False;2025-08-07;02;ATIVA;False;;;;;False
62159540000170;;4781400;Comércio varejista de artigos do vestuário e acessórios;Moda;Alta;PAULICEIA;PAULICEIA;False;2025-08-11;02;ATIVA;False;;;;;False
62162804000144;;4722901;Comércio varejista de carnes - açougues;Varejo alimentar;Baixa/Não direta;JARDIM BARTIRA (TUPI);JARDIM BARTIRA (TUPI);False;2025-08-11;02;ATIVA;False;;;;;False
62211407000115;;4731800;Comércio varejista de combustíveis para veículos automotores;Combustíveis;Baixa/Não direta;PAULISTA;PAULISTA;False;2025-08-13;02;ATIVA;False;;;;;False
62285441000134;;4753900;Comércio varejista especializado de eletrodomésticos e equipamentos de áudio e vídeo;Eletroeletrônicos;Alta;AGUA BRANCA;AGUA BRANCA;False;2025-08-18;08;BAIXADA;True;2025-10-23;2025;10;2022-2026;True
62291645000188;;4753900;Comércio varejista especializado de eletrodomésticos e equipamentos de áudio e vídeo;Eletroeletrônicos;Alta;VALE DO SOL;VALE DO SOL;False;2025-08-19;08;BAIXADA;True;2026-02-27;2026;2;2022-2026;True
62302810000150;;4723700;Comércio varejista de bebidas;Varejo alimentar;Média;JARDIM BRASILIA;JARDIM BRASILIA;False;2025-08-19;08;BAIXADA;True;2025-11-25;2025;11;2022-2026;True
62330520000110;;4744003;Comércio varejista de materiais hidráulicos;Casa e construção;Média;QUEBRA DENTES;QUEBRA DENTES;False;2025-08-21;02;ATIVA;False;;;;;False
62375267000110;;4772500;Comércio varejista de cosméticos, produtos de perfumaria e de higiene pessoal;Beleza e cuidados pessoais;Alta;VILA REZENDE;VILA REZENDE;False;2025-08-24;02;ATIVA;False;;;;;False
41592853000902;;4721104;Comércio varejista de doces, balas, bombons e semelhantes;Varejo alimentar;Baixa/Não direta;CENTRO;CENTRO;True;2025-08-25;02;ATIVA;False;;;;;False
62391548000167;;4723700;Comércio varejista de bebidas;Varejo alimentar;Média;JARDIM GLORIA;JARDIM GLORIA;False;2025-08-25;02;ATIVA;False;;;;;False
62396703000138;;4752100;Comércio varejista especializado de equipamentos de telefonia e comunicação;Tecnologia;Alta;VILA SONIA;VILA SONIA;False;2025-08-25;02;ATIVA;False;;;;;False
62420403000147;LIMPEZA RIBEIRO PRODUTOS LTDA;4789005;Comércio varejista de produtos saneantes domissanitários;Outros varejos;Média;VILA INDUSTRIAL;VILA INDUSTRIAL;False;2025-08-27;02;ATIVA;False;;;;;False
54375647047433;DROGAL SANTA TEREZINHA II;4771701;Comércio varejista de produtos farmacêuticos, sem manipulação de fórmulas;Farmacêutico;Média;SANTA TEREZINHA;SANTA TEREZINHA;False;2025-08-27;02;ATIVA;False;;;;;False
62446936000106;MARIA AMELIA;4789099;Comércio varejista de outros produtos não especificados anteriormente;Outros varejos;Média;SANTA RITA;SANTA RITA;False;2025-08-28;02;ATIVA;False;;;;;False
62452954000192;;4781400;Comércio varejista de artigos do vestuário e acessórios;Moda;Alta;SANTA RITA;SANTA RITA;False;2025-08-28;02;ATIVA;False;;;;;False
62494477000128;;4781400;Comércio varejista de artigos do vestuário e acessórios;Moda;Alta;VALE DO SOL;VALE DO SOL;False;2025-09-01;02;ATIVA;False;;;;;False
62510635000196;;4722901;Comércio varejista de carnes - açougues;Varejo alimentar;Baixa/Não direta;BOSQUE DOS LENHEIROS;BOSQUE DOS LENHEIROS;False;2025-09-01;02;ATIVA;False;;;;;False
62541147000146;;4744004;Comércio varejista de cal, areia, pedra britada, tijolos e telhas;Casa e construção;Média;RESIDENCIAL SANTO ANTONIO;RESIDENCIAL SANTO ANTONIO;False;2025-09-03;02;ATIVA;False;;;;;False
62560538000108;;4759899;Comércio varejista de outros artigos de uso pessoal e doméstico não especificados anteriormente;Casa e decoração;Alta;PAULISTA;PAULISTA;False;2025-09-04;08;BAIXADA;True;2026-01-28;2026;1;2022-2026;True
62572725000101;BIODROPPER TECNOLOGIA;4789099;Comércio varejista de outros produtos não especificados anteriormente;Outros varejos;Média;AGUA SANTA;AGUA SANTA;False;2025-09-04;02;ATIVA;False;;;;;False
62582696000169;;4783101;Comércio varejista de artigos de joalheria;Joalheria e relojoaria;Alta;JARDIM RESIDENCIAL JAVARY II;JARDIM RESIDENCIAL JAVARY II;False;2025-09-05;02;ATIVA;False;;;;;False
62605574000140;;4723700;Comércio varejista de bebidas;Varejo alimentar;Média;GLEBAS CALIFORNIA;GLEBAS CALIFORNIA;False;2025-09-08;02;ATIVA;False;;;;;False
62617271000148;;4723700;Comércio varejista de bebidas;Varejo alimentar;Média;ALEMAES;ALEMAES;False;2025-09-08;02;ATIVA;False;;;;;False
